CD_MAKE_VEH1,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,TOTAL1
VOLVO ,FEE300,WHI,4
VOLVO ,FEE320,WHI,2
ISUZU ,FEE34 ,WHI,1
FIAT  ,FEEEMO,GRN,1
FIAT  ,FEEMON,WHI,1
MITSUB,FEHIM ,SIL,1
TOYOTA,FEILDE,SIL,1
TOYOTA,FEILDE,WHI,1
TOYOTA,FEILDR,SIL,2
FORD  ,FEISTA,BLK,1
FORD  ,FEISTA,BLU,3
FORD  ,FEISTA,GRY,2
FORD  ,FEISTA,PUR,1
FORD  ,FEISTA,RED,3
FORD  ,FEISTA,SIL,3
FORD  ,FEISTA,WHI,3
ACTIVE,FEL   ,YLW,1
VOLVO ,FEL   ,YLW,1
MITSUB,FEL3B ,WHI,1
TOYOTA,FELDER,SIL,1
TOYOTA,FELDER,WHI,2
J C B ,FELOAD,YLW,1
CAN AM,FELTDS,RED,1
HINO  ,FENAVE,RED,1
IS FRA,FENC  ,BLK,1
AGCO  ,FENDT ,GRN,1
FENDT ,FENDT ,GRN,9
DAIHAT,FER   ,BLK,1
DAIHAT,FER   ,WHI,1
DAIHAT,FER0ZA,RED,1
ISUZU ,FER500,WHI,1
HINO  ,FERAL ,RED,1
HINO  ,FERALE,RED,1
HINO  ,FERAV ,RED,2
HINO  ,FERAVE,RED,18
HINO  ,FERAVE,WHI,1
HINO  ,FERAVN,RED,1
FERG  ,FERG  ,RED,4
MASS F,FERGI ,RED,1
MASS F,FERGUS,GRY,1
MASS F,FERGUS,RED,2
DAIHAT,FERIOS,BLK,1
DAIHAT,FERO  ,GRN,1
DAIHAT,FERO3 ,RED,1
DAIHAT,FERO88,RED,1
DAIHAT,FERO90,GRN,1
DAIHAT,FERO92,BLU,1
DAIHAT,FERO92,WHI,2
DAIHAT,FERO93,BLU,2
DAIHAT,FERO93,GRN,2
DAIHAT,FERO93,MRN,1
DAIHAT,FERO93,WHI,3
DAIHAT,FERO94,BLU,2
DAIHAT,FERO94,WHI,1
DAIHAT,FEROSA,GRN,1
DAIHAT,FEROSA,RED,1
DAIHAT,FEROZ ,BLU,3
DAIHAT,FEROZ ,GRY,1
DAIHAT,FEROZ ,RED,1
DAIHAT,FEROZA,BLK,10
DAIHAT,FEROZA,BLU,18
DAIHAT,FEROZA,GRN,32
DAIHAT,FEROZA,GRY,3
DAIHAT,FEROZA,MRN,7
DAIHAT,FEROZA,PNK,1
DAIHAT,FEROZA,PUR,1
DAIHAT,FEROZA,RED,18
DAIHAT,FEROZA,SIL,3
DAIHAT,FEROZA,WHI,26
DAIHAT,FEROZO,RED,1
ISUZU ,FERR55,WHI,1
FERRAR,FERRAR,RED,1
H MADE,FERRAR,RED,1
FORD  ,FES   ,RED,1
VOLVO ,FES   ,WHI,1
HONDA ,FES250,BLU,3
HONDA ,FES250,MRN,1
HONDA ,FES250,RED,10
HONDA ,FES250,SIL,1
HONDA ,FES299,BLU,1
VOLVO ,FES300,WHI,1
VOLVO ,FES340,WHI,2
MITSUB,FES37 ,WHI,1
MITSUB,FES37B,WHI,6
MITSUB,FES37E,WHI,2
MITSUB,FES37V,WHI,1
VOLVO ,FES7  ,WHI,1
HINO  ,FESER ,WHI,13
VOLVO ,FESER ,GRN,1
VOLVO ,FESER ,WHI,12
VOLVO ,FESER3,WHI,4
VOLVO ,FESERI,WHI,1
HINO  ,FESERN,WHI,2
FORD  ,FESITV,BLU,1
FORD  ,FESITV,SIL,2
CAN AM,FESM6 ,BLK,1
FORD  ,FEST  ,GRN,1
FORD  ,FEST  ,RED,1
FORD  ,FEST  ,SIL,1
FORD  ,FEST  ,WHI,2
FORD  ,FEST91,WHI,2
FORD  ,FEST92,RED,1
FORD  ,FEST92,SIL,1
FORD  ,FEST94,BLU,4
FORD  ,FEST94,GLD,1
FORD  ,FEST94,GRN,4
FORD  ,FEST94,RED,1
FORD  ,FEST94,SIL,2
FORD  ,FEST94,WHI,4
FORD  ,FEST97,BLU,8
FORD  ,FEST97,GRN,3
FORD  ,FEST97,MRN,3
FORD  ,FEST97,PUR,1
FORD  ,FEST97,RED,5
FORD  ,FEST97,SIL,4
FORD  ,FEST97,WHI,9
FORD  ,FESTIA,MRN,1
FORD  ,FESTIV,BLK,2
FORD  ,FESTIV,BLU,230
FORD  ,FESTIV,BRN,1
FORD  ,FESTIV,FWN,5
FORD  ,FESTIV,GLD,20
FORD  ,FESTIV,GRN,210
FORD  ,FESTIV,GRY,9
FORD  ,FESTIV,MRN,150
FORD  ,FESTIV,PUR,41
FORD  ,FESTIV,RED,314
FORD  ,FESTIV,SIL,188
FORD  ,FESTIV,WHI,336
FORD  ,FESTSA,WHI,1
FORD  ,FESTV ,BLU,3
FORD  ,FESTV ,PUR,1
FORD  ,FESTV ,RED,1
FORD  ,FESTV ,WHI,7
FORD  ,FESTVA,BLU,3
FORD  ,FESTVA,GRN,1
FORD  ,FESTVA,GRY,1
FORD  ,FESTVA,MRN,4
FORD  ,FESTVA,PUR,1
FORD  ,FESTVA,RED,3
FORD  ,FESTVA,SIL,1
FORD  ,FESTVA,WHI,2
FORD  ,FESTVI,MRN,1
FORD  ,FESTVI,RED,1
FORD  ,FETIVA,BLU,1
FUSO  ,FEX91 ,WHI,1
HINO  ,FEXONG,WHI,1
HINO  ,FEZAP ,GRN,1
FERRAR,FF    ,BLK,1
FERRAR,FF    ,GRY,1
HINO  ,FF    ,BLU,3
HINO  ,FF    ,OGE,1
HINO  ,FF    ,RED,11
HINO  ,FF    ,WHI,59
HINO  ,FF    ,YLW,1
MITSUB,FF    ,WHI,1
FERRAR,FF 151,BLK,5
FERRAR,FF 151,GRY,1
FERRAR,FF 151,RED,1
HINO  ,FF 17 ,WHI,1
HINO  ,FF 172,RED,1
HINO  ,FF C/C,WHI,1
HINO  ,FF ECO,WHI,1
HINO  ,FF H  ,WHI,1
HINO  ,FF HAW,WHI,1
HINO  ,FF--82,WHI,1
HINO  ,FF10  ,WHI,2
HINO  ,FF106 ,RED,1
FERRAR,FF11  ,BLU,1
IVECO ,FF150 ,RED,3
IVECO ,FF150E,RED,1
HINO  ,FF17  ,RED,1
HINO  ,FF17  ,SIL,1
HINO  ,FF17  ,WHI,7
HINO  ,FF170 ,RED,1
HINO  ,FF172 ,CRM,1
HINO  ,FF172 ,RED,12
HINO  ,FF172 ,WHI,10
HINO  ,FF172 ,YLW,1
HINO  ,FF172K,RED,3
HINO  ,FF172K,WHI,6
HINO  ,FF172Q,WHI,1
HINO  ,FF173 ,BLU,1
HINO  ,FF173 ,RED,1
HINO  ,FF173 ,WHI,15
HINO  ,FF173 ,YLW,2
HINO  ,FF173-,WHI,1
HINO  ,FF173K,WHI,7
HINO  ,FF173L,WHI,3
HINO  ,FF173Q,WHI,1
HINO  ,FF173T,WHI,2
HINO  ,FF177 ,BLU,2
HINO  ,FF177 ,RED,1
HINO  ,FF177 ,WHI,61
HINO  ,FF177 ,YLW,1
HINO  ,FF177K,WHI,17
HINO  ,FF177L,WHI,4
HINO  ,FF177Q,WHI,1
HINO  ,FF1790,WHI,7
HINO  ,FF179L,WHI,1
HINO  ,FF17L ,WHI,1
HINO  ,FF17M ,WHI,1
HINO  ,FF19  ,WHI,7
HINO  ,FF192 ,WHI,7
HINO  ,FF192L,WHI,1
HINO  ,FF192Q,WHI,5
HINO  ,FF193 ,WHI,2
HINO  ,FF193K,WHI,2
HINO  ,FF193L,WHI,2
HINO  ,FF197 ,GRN,1
HINO  ,FF197 ,WHI,15
TOYOTA,FF197 ,WHI,1
HINO  ,FF1970,WHI,1
HINO  ,FF1974,WHI,1
HINO  ,FF197K,WHI,3
HINO  ,FF197L,WHI,6
HINO  ,FF1986,WHI,8
HINO  ,FF19C ,WHI,2
HINO  ,FF1J  ,WHI,17
HINO  ,FF1J02,WHI,3
HINO  ,FF1J96,WHI,8
HINO  ,FF1JGL,WHI,1
HINO  ,FF1JJL,BLU,1
HINO  ,FF1JPK,WHI,2
HINO  ,FF1JPL,WHI,3
HINO  ,FF1JPM,WHI,3
HINO  ,FF1JSM,WHI,1
HINO  ,FF217 ,WHI,2
HINO  ,FF245L,YLW,1
INTERN,FF2686,RED,1
HINO  ,FF2H  ,WHI,3
HINO  ,FF2H  ,YLW,1
HINO  ,FF2HM ,WHI,1
HINO  ,FF2HPL,WHI,3
HINO  ,FF2HPL,YLW,1
HINO  ,FF2M  ,WHI,1
HINO  ,FF2NJL,WHI,1
HINO  ,FF917 ,WHI,1
HINO  ,FFC   ,WHI,1
HINO  ,FFCCAB,WHI,1
HINO  ,FFDIES,WHI,1
HINO  ,FFECON,WHI,1
ISUZU ,FFF500,WHI,1
HINO  ,FFIJ  ,WHI,4
HINO  ,FFIJPK,WHI,2
HINO  ,FFIJSM,WHI,1
MITSUB,FFK   ,WHI,1
MITSUB,FFK617,WHI,1
MITSUB,FFKGZ ,WHI,1
MITSUB,FFM   ,WHI,1
MITSUB,FFM515,WHI,1
MITSUB,FFM67 ,WHI,1
ISUZU ,FFR   ,WHI,2
ISUZU ,FFR 11,WHI,1
ISUZU ,FFR107,WHI,3
ISUZU ,FFR34 ,WHI,1
ISUZU ,FFR34H,WHI,1
ISUZU ,FFR500,WHI,8
ISUZU ,FFR500,YLW,1
ISUZU ,FFR550,GRN,1
ISUZU ,FFR550,WHI,6
ISUZU ,FFR5WF,WHI,2
ISUZU ,FFR600,GRN,1
ISUZU ,FFR600,WHI,10
ISUZU ,FFR6HK,WHI,1
L ROV ,FFS110,GRN,1
ISUZU ,FFS550,RED,1
DAF   ,FFT CF,GRN,4
DAF   ,FFT XF,WHI,4
CROWN ,FFT429,CRM,1
HINO  ,FFTANK,RED,1
DAF   ,FFTCF8,GRN,2
H DAV ,FFXSTC,BLK,1
FORD  ,FG    ,BLK,32
FORD  ,FG    ,BLU,43
FORD  ,FG    ,BRN,2
FORD  ,FG    ,GLD,2
FORD  ,FG    ,GRN,6
FORD  ,FG    ,GRY,46
FORD  ,FG    ,OGE,1
FORD  ,FG    ,PUR,5
FORD  ,FG    ,RED,33
FORD  ,FG    ,SIL,101
FORD  ,FG    ,WHI,225
FUSO  ,FG    ,WHI,1
HINO  ,FG    ,BLU,5
HINO  ,FG    ,OGE,2
HINO  ,FG    ,RED,7
HINO  ,FG    ,WHI,302
HINO  ,FG    ,YLW,1
KOMATS,FG    ,OGE,1
KOMATS,FG    ,YLW,1
MITSUB,FG    ,GRN,1
MITSUB,FG    ,WHI,9
T C M ,FG    ,YLW,1
TOYOTA,FG    ,OGE,1
FORD  ,FG  R6,WHI,1
FORD  ,FG  XR,BLK,1
MITSUB,FG 152,GRN,1
HINO  ,FG 162,WHI,13
TOYOTA,FG 18 ,OGE,1
FORD  ,FG 2  ,BLK,1
TOYOTA,FG 30 ,OGE,1
FORD  ,FG 66E,GRY,1
FORD  ,FG C/C,GRY,4
FORD  ,FG C/C,SIL,6
FORD  ,FG C/C,WHI,33
FUSO  ,FG CAN,WHI,1
MITSUB,FG CAN,WHI,1
FORD  ,FG COM,WHI,1
FORD  ,FG F6 ,BLK,4
FORD  ,FG F6 ,BLU,3
FORD  ,FG F6 ,GRY,2
FORD  ,FG F6 ,OGE,1
FORD  ,FG F6 ,RED,1
FORD  ,FG F6 ,SIL,1
FORD  ,FG F6T,GRY,1
FORD  ,FG F6T,WHI,1
FORD  ,FG FAC,GRY,1
FORD  ,FG FAL,BLK,28
FORD  ,FG FAL,BLU,40
FORD  ,FG FAL,BRN,2
FORD  ,FG FAL,FWN,1
FORD  ,FG FAL,GLD,1
FORD  ,FG FAL,GRN,5
FORD  ,FG FAL,GRY,33
FORD  ,FG FAL,MRN,1
FORD  ,FG FAL,OGE,6
FORD  ,FG FAL,RED,6
FORD  ,FG FAL,SIL,40
FORD  ,FG FAL,WHI,62
FORD  ,FG FGE,RED,1
FORD  ,FG FPV,BLK,6
FORD  ,FG FPV,BLU,1
FORD  ,FG FPV,GRY,3
FORD  ,FG FPV,MRN,1
FORD  ,FG FPV,OGE,1
FORD  ,FG FPV,PUR,3
FORD  ,FG FPV,RED,2
FORD  ,FG FPV,SIL,1
FORD  ,FG FPV,WHI,1
FORD  ,FG FQ ,WHI,1
FORD  ,FG FR6,GRY,1
FORD  ,FG G6 ,BLK,27
FORD  ,FG G6 ,BLU,14
FORD  ,FG G6 ,BRN,6
FORD  ,FG G6 ,GLD,9
FORD  ,FG G6 ,GRN,10
FORD  ,FG G6 ,GRY,72
FORD  ,FG G6 ,MRN,12
FORD  ,FG G6 ,RED,24
FORD  ,FG G6 ,SIL,45
FORD  ,FG G6 ,WHI,34
FORD  ,FG G6E,BLK,40
FORD  ,FG G6E,BLU,21
FORD  ,FG G6E,BRN,4
FORD  ,FG G6E,FWN,4
FORD  ,FG G6E,GLD,5
FORD  ,FG G6E,GRN,2
FORD  ,FG G6E,GRY,105
FORD  ,FG G6E,MRN,15
FORD  ,FG G6E,RED,32
FORD  ,FG G6E,SIL,41
FORD  ,FG G6E,WHI,13
FORD  ,FG G6L,BLU,1
FORD  ,FG GE6,GRY,1
FORD  ,FG GS ,OGE,1
FORD  ,FG GS ,SIL,1
FORD  ,FG GT ,BLK,9
FORD  ,FG GT ,BLU,8
FORD  ,FG GT ,OGE,1
FORD  ,FG GT ,PUR,1
FORD  ,FG GT ,RED,1
FORD  ,FG GT ,SIL,3
FORD  ,FG GT ,WHI,1
FORD  ,FG GTE,BLK,1
FORD  ,FG GTP,GRN,1
FORD  ,FG GTP,GRY,2
FORD  ,FG GTP,RED,1
FORD  ,FG MK ,BLK,2
FORD  ,FG MK ,BRN,1
FORD  ,FG MK ,FWN,1
FORD  ,FG MK ,GRN,1
FORD  ,FG MK ,GRY,5
FORD  ,FG MK ,SIL,2
FORD  ,FG MK ,WHI,2
FORD  ,FG MK2,BLU,1
FORD  ,FG MK2,RED,1
FORD  ,FG MK2,SIL,2
FORD  ,FG MK2,WHI,1
FORD  ,FG MKI,WHI,1
HINO  ,FG PRO,WHI,1
FORD  ,FG R6 ,BLK,8
FORD  ,FG R6 ,BLU,5
FORD  ,FG R6 ,GRY,19
FORD  ,FG R6 ,RED,3
FORD  ,FG R6 ,SIL,17
FORD  ,FG R6 ,WHI,18
HINO  ,FG RAN,WHI,2
FORD  ,FG SBB,WHI,1
FORD  ,FG SSB,BLK,2
FORD  ,FG SSB,BLU,2
FORD  ,FG SSB,GRY,2
FORD  ,FG SSB,RED,1
FORD  ,FG SSB,SIL,12
FORD  ,FG SSB,WHI,86
FORD  ,FG SUP,GRN,1
FORD  ,FG TRA,WHI,1
FORD  ,FG UTE,GRY,1
FORD  ,FG UTE,SIL,5
FORD  ,FG UTE,WHI,14
FORD  ,FG X  ,BLK,7
FORD  ,FG X  ,BLU,1
FORD  ,FG X  ,GRY,1
FORD  ,FG X  ,OGE,1
FORD  ,FG X  ,SIL,2
FORD  ,FG X  ,WHI,16
FORD  ,FG X F,GRY,2
FORD  ,FG X F,RED,1
FORD  ,FG X F,WHI,2
FORD  ,FG XL ,GRY,1
FORD  ,FG XL ,RED,1
FORD  ,FG XL ,SIL,1
FORD  ,FG XL ,WHI,3
FORD  ,FG XR ,BLK,20
FORD  ,FG XR ,BLU,34
FORD  ,FG XR ,GRN,17
FORD  ,FG XR ,GRY,35
FORD  ,FG XR ,MRN,3
FORD  ,FG XR ,OGE,8
FORD  ,FG XR ,PUR,8
FORD  ,FG XR ,RED,7
FORD  ,FG XR ,SIL,21
FORD  ,FG XR ,WHI,12
FERRAR,FG XR6,RED,1
FORD  ,FG XR6,BLK,124
FORD  ,FG XR6,BLU,217
FORD  ,FG XR6,BRN,1
FORD  ,FG XR6,GLD,1
FORD  ,FG XR6,GRN,57
FORD  ,FG XR6,GRY,169
FORD  ,FG XR6,MRN,21
FORD  ,FG XR6,OGE,51
FORD  ,FG XR6,PUR,38
FORD  ,FG XR6,RED,52
FORD  ,FG XR6,SIL,123
FORD  ,FG XR6,WHI,103
FORD  ,FG XR8,BLK,18
FORD  ,FG XR8,BLU,16
FORD  ,FG XR8,GRN,8
FORD  ,FG XR8,GRY,15
FORD  ,FG XR8,MRN,3
FORD  ,FG XR8,OGE,2
FORD  ,FG XR8,PUR,2
FORD  ,FG XR8,RED,1
FORD  ,FG XR8,SIL,6
FORD  ,FG XR8,WHI,7
FORD  ,FG XT ,BLK,17
FORD  ,FG XT ,BLU,38
FORD  ,FG XT ,FWN,1
FORD  ,FG XT ,GLD,11
FORD  ,FG XT ,GRN,1
FORD  ,FG XT ,GRY,40
FORD  ,FG XT ,PUR,1
FORD  ,FG XT ,RED,6
FORD  ,FG XT ,SIL,59
FORD  ,FG XT ,WHI,62
FORD  ,FG XT ,YLW,1
HINO  ,FG-173,WHI,1
HINO  ,FG1   ,WHI,4
KOMATS,FG10  ,OGE,1
MITSUB,FG10  ,YLW,1
DATSUN,FG105 ,BLU,1
KOMATS,FG10L1,YLW,1
YALE  ,FG10PS,YLW,1
MAZDA ,FG10T ,YLW,1
T C M ,FG12N1,YLW,1
KOMATS,FG14  ,YLW,1
KOMATS,FG1412,OGE,1
HINO  ,FG1426,WHI,1
HINO  ,FG15  ,WHI,2
KOMATS,FG15  ,BLU,1
KOMATS,FG15  ,YLW,2
LANSIN,FG15  ,RED,1
MITSUB,FG15  ,BLU,1
MITSUB,FG15  ,GRN,16
MITSUB,FG15  ,YLW,5
TOYOTA,FG15  ,GRY,1
TOYOTA,FG15  ,OGE,2
TOYOTA,FG15  ,WHI,1
KOMATS,FG15/1,YLW,1
KOMATS,FG1510,OGE,1
KOMATS,FG1515,BLU,1
KOMATS,FG1516,YLW,1
MITSUB,FG152 ,GRN,1
HINO  ,FG1527,WHI,5
MITSUB,FG152N,GRN,2
MITSUB,FG152W,GRN,1
MITSUB,FG15D ,YLW,1
T C M ,FG15F1,YLW,1
HINO  ,FG15ML,WHI,1
LANSIN,FG15N ,RED,1
T C M ,FG15N ,YLW,1
T C M ,FG15N1,CRM,1
T C M ,FG15N1,OGE,1
T C M ,FG15N1,YLW,4
MITSUB,FG15T ,GRN,10
MITSUB,FG15T ,YLW,1
T C M ,FG15T1,YLW,1
MITSUB,FG15T2,GRN,1
MITSUB,FG15TH,GRN,1
MITSUB,FG15TM,GRN,3
MITSUB,FG15ZN,GRN,5
HINO  ,FG1628,SIL,1
HINO  ,FG1628,WHI,58
HINO  ,FG17  ,WHI,1
HINO  ,FG173 ,WHI,6
HINO  ,FG173L,WHI,3
HINO  ,FG177 ,WHI,7
HINO  ,FG177 ,YLW,1
HINO  ,FG177Q,WHI,1
HINO  ,FG1789,WHI,4
ENFORC,FG18  ,RED,1
FLEXI ,FG18  ,GRN,1
FLEXI ,FG18  ,OGE,1
GC PWR,FG18  ,WHI,1
MITSUB,FG18  ,GRN,12
T C M ,FG18  ,YLW,1
TOYOTA,FG18  ,BLU,1
TOYOTA,FG18  ,GRN,1
TOYOTA,FG18  ,GRY,1
TOYOTA,FG18  ,OGE,6
YANG  ,FG18  ,OGE,1
KOMATS,FG18-T,YLW,1
MITSUB,FG181 ,GRN,1
MITSUB,FG182N,GRN,6
MITSUB,FG187N,GRN,1
KOMATS,FG18H1,YLW,2
KOMATS,FG18HT,YLW,9
MITSUB,FG18N ,GRN,1
T C M ,FG18N ,YLW,4
LANSIN,FG18N1,RED,1
MITSUB,FG18NT,GRN,2
KOMATS,FG18ST,YLW,1
ENFORC,FG18T ,RED,7
KOMATS,FG18T ,BLU,1
KOMATS,FG18T ,GRY,1
KOMATS,FG18T ,YLW,3
MITSUB,FG18T ,GRN,5
KOMATS,FG18T1,GRN,1
MITSUB,FG18T2,GRN,1
T C M ,FG18T9,YLW,1
MITSUB,FG18TM,GRN,1
ENFORC,FG18TN,RED,1
MITSUB,FG18ZN,GRN,28
MITSUB,FG18ZT,GRN,1
HINO  ,FG192L,WHI,1
HINO  ,FG192Q,WHI,1
HINO  ,FG195 ,RED,1
HINO  ,FG195 ,WHI,4
HINO  ,FG196Q,WHI,1
HINO  ,FG197 ,WHI,6
HINO  ,FG1970,WHI,1
HINO  ,FG197L,WHI,1
HINO  ,FG197Q,WHI,1
HINO  ,FG1990,WHI,5
HINO  ,FG1J  ,BLU,1
HINO  ,FG1J  ,GRN,2
HINO  ,FG1J  ,OGE,1
HINO  ,FG1J  ,RED,1
HINO  ,FG1J  ,WHI,78
HINO  ,FG1J  ,YLW,3
HINO  ,FG1J01,WHI,29
HINO  ,FG1J01,YLW,1
HINO  ,FG1J6P,WHI,1
HINO  ,FG1JGP,BLU,1
HINO  ,FG1JGP,WHI,1
HINO  ,FG1JJK,WHI,1
HINO  ,FG1JJL,WHI,4
HINO  ,FG1JJP,WHI,4
HINO  ,FG1JLP,WHI,1
HINO  ,FG1JML,WHI,2
HINO  ,FG1JO1,OGE,1
HINO  ,FG1JO1,WHI,2
HINO  ,FG1JPP,RED,1
HINO  ,FG1JPP,WHI,15
HINO  ,FG1JS ,WHI,1
HINO  ,FG1JSK,WHI,15
HINO  ,FG1JSL,GRN,1
HINO  ,FG1JSL,OGE,1
HINO  ,FG1JSL,RED,2
HINO  ,FG1JSL,WHI,29
HINO  ,FG1JSL,YLW,3
HINO  ,FG1JSP,WHI,9
HINO  ,FG1JSP,YLW,1
HINO  ,FG1JSW,WHI,1
HINO  ,FG1SLA,WHI,1
KOMATS,FG1ST ,BLU,1
FORD  ,FG2   ,WHI,1
ENFORC,FG2.5T,RED,1
KOMATS,FG20  ,BLU,1
KOMATS,FG20  ,GRY,1
KOMATS,FG20  ,WHI,1
KOMATS,FG20  ,YLW,3
MITSUB,FG20  ,GRN,4
MITSUB,FG20  ,YLW,1
TOYOTA,FG20  ,OGE,2
KOMATS,FG20/8,BLU,1
KOMATS,FG200 ,YLW,1
KOMATS,FG2011,YLW,1
KOMATS,FG2012,BLU,1
KOMATS,FG207 ,YLW,1
KOMATS,FG208 ,GRY,1
KOMATS,FG208 ,YLW,1
MITSUB,FG20CN,GRN,6
T C M ,FG20N1,YLW,1
T C M ,FG20N6,YLW,1
KOMATS,FG20T ,YLW,2
MITSUB,FG20T ,WHI,1
T C M ,FG20T ,WHI,1
T C M ,FG20T3,WHI,1
KOMATS,FG20TA,BLU,1
MITSUB,FG211 ,WHI,1
FLEXI ,FG25  ,GRN,1
FLEXI ,FG25  ,RED,2
FLEXI ,FG25  ,WHI,1
GC PWR,FG25  ,GRY,3
GC PWR,FG25  ,SIL,1
KOMATS,FG25  ,GRY,1
KOMATS,FG25  ,RED,1
KOMATS,FG25  ,YLW,9
LANSIN,FG25  ,YLW,1
MITSUB,FG25  ,BLU,1
MITSUB,FG25  ,GRN,23
MITSUB,FG25  ,OGE,1
MITSUB,FG25  ,YLW,7
NISSAN,FG25  ,CRM,1
NISSAN,FG25  ,OGE,2
T C M ,FG25  ,GRY,1
T C M ,FG25  ,WHI,1
T C M ,FG25  ,YLW,11
TAILFT,FG25  ,BLK,1
TOYOTA,FG25  ,OGE,8
TOYOTA,FG25  ,YLW,2
KOMATS,FG25-8,YLW,1
KOMATS,FG2511,BLU,4
KOMATS,FG2511,GRY,1
KOMATS,FG2514,YLW,1
KOMATS,FG2516,YLW,2
MITSUB,FG252 ,GRN,2
MITSUB,FG252N,GRN,4
KOMATS,FG256 ,YLW,1
T C M ,FG2566,YLW,1
KOMATS,FG257 ,YLW,1
MITSUB,FG257 ,GRN,1
T C M ,FG2573,WHI,1
T C M ,FG2573,YLW,1
KOMATS,FG258 ,YLW,4
MITSUB,FG2580,GRN,1
KOMATS,FG25F1,YLW,1
KOMATS,FG25HT,GRN,1
KOMATS,FG25HT,RED,1
KOMATS,FG25HT,YLW,37
SHNGHA,FG25L ,WHI,1
GC PWR,FG25LP,GRY,1
KOMATS,FG25MT,YLW,2
MITSUB,FG25N ,GRN,11
T C M ,FG25N ,YLW,2
T C M ,FG25N1,YLW,1
TOYOTA,FG25N1,RED,1
L BAGN,FG25N2,RED,1
LANSIN,FG25N2,CRM,1
LANSIN,FG25N2,YLW,1
T C M ,FG25N2,RED,1
T C M ,FG25N2,YLW,10
T C M ,FG25N3,YLW,8
T C M ,FG25N4,CRM,1
T C M ,FG25N4,YLW,2
T C M ,FG25N5,GRY,1
T C M ,FG25N5,YLW,11
T C M ,FG25N6,YLW,1
MITSUB,FG25NC,GRN,1
MITSUB,FG25NI,GRN,1
KOMATS,FG25NT,YLW,5
MITSUB,FG25NT,BLU,1
MITSUB,FG25NT,GRN,19
CATPLR,FG25P ,YLW,1
ENFORC,FG25T ,RED,9
KOMATS,FG25T ,BLU,1
KOMATS,FG25T ,YLW,5
MITSUB,FG25T ,BLU,1
MITSUB,FG25T ,GRN,17
MITSUB,FG25T ,OGE,2
MITSUB,FG25T ,YLW,1
T C M ,FG25T ,YLW,2
ENFORC,FG25T-,RED,1
KOMATS,FG25T1,BLU,1
KOMATS,FG25T1,GRY,1
KOMATS,FG25T1,YLW,1
NISSAN,FG25T3,GRY,1
NISSAN,FG25T3,WHI,1
T C M ,FG25T3,BLK,1
T C M ,FG25T3,GRY,2
T C M ,FG25T3,WHI,11
T C M ,FG25T3,YLW,27
U CARR,FG25T3,WHI,7
UNIC  ,FG25T3,WHI,10
T C M ,FG25T6,OGE,2
T C M ,FG25T6,YLW,31
T C M ,FG25TG,YLW,1
MITSUB,FG25TH,GRN,1
ENFORC,FG25TM,RED,1
MITSUB,FG25TM,GRN,1
MITSUB,FG25TM,YLW,1
T C M ,FG25TN,YLW,1
T C M ,FG25TS,YLW,1
KOMATS,FG25UT,BLU,1
MITSUB,FG25Z/,GRN,1
MITSUB,FG25ZM,GRN,1
MITSUB,FG25ZN,GRN,25
MITSUB,FG25ZT,GRN,1
KOMATS,FG29 7,OGE,1
HINO  ,FG2J  ,WHI,1
MITSUB,FG2SAT,YLW,1
MITSUB,FG2SNT,GRN,1
MITSUB,FG2ST ,YLW,1
ENFORC,FG2STL,RED,1
MITSUB,FG30  ,GRN,6
MITSUB,FG30  ,YLW,2
NISSAN,FG30  ,GRY,1
T C M ,FG30  ,YLW,1
KOMATS,FG30HT,BLU,1
SHNGHA,FG30L ,WHI,1
MITSUB,FG30N ,GRN,7
T C M ,FG30N5,YLW,1
T C M ,FG30N9,YLW,2
MITSUB,FG30NT,GRN,7
MITSUB,FG30NZ,GRN,1
ENFLY ,FG30T ,RED,1
ENFORC,FG30T ,RED,2
KOMATS,FG30T ,BLK,1
KOMATS,FG30T ,YLW,3
MITSUB,FG30T ,GRN,2
KOMATS,FG30T1,BLU,1
KOMATS,FG30T1,YLW,3
NISSAN,FG30T3,GRY,1
NISSAN,FG30T3,WHI,1
T C M ,FG30T3,WHI,4
T C M ,FG30T6,YLW,7
T C M ,FG30TG,YLW,2
MITSUB,FG30TM,GRN,1
UNSPEC,FG320T,WHI,1
FLEXI ,FG35  ,RED,1
KOMATS,FG35  ,YLW,2
MITSUB,FG35  ,GRN,3
TOYOTA,FG35  ,OGE,1
MITSUB,FG35AN,GRN,2
KOMATS,FG35AT,YLW,1
MITSUB,FG35AT,GRN,1
MITSUB,FG35AT,WHI,1
FLEXI ,FG35C ,RED,1
MITSUB,FG35N ,GRN,1
T C M ,FG35N7,YLW,1
MITSUB,FG35NT,GRN,3
ENFORC,FG35T ,RED,2
KOMATS,FG35T ,GRN,1
KOMATS,FG35T ,YLW,1
T C M ,FG35T ,WHI,1
T C M ,FG35T3,WHI,2
T C M ,FG35T3,YLW,1
KOMATS,FG35T5,BLU,1
ENFORC,FG35TN,RED,1
MITSUB,FG3ON ,GRN,1
MITSUB,FG3ONT,BLU,1
HINO  ,FG3WGK,WHI,1
HYSTER,FG40  ,YLW,1
TOYOTA,FG40  ,OGE,2
KOMATS,FG402T,BLU,1
KOMATS,FG407 ,YLW,1
MITSUB,FG40KL,GRN,1
MITSUB,FG40KT,GRN,2
